iter	Logloss
544	0.3833734697
545	0.3833238813
546	0.3832962965
547	0.3832686799
548	0.3832574358
549	0.3832492507
550	0.3831776003
551	0.3831523529
552	0.3830811877
553	0.3829315733
554	0.3828717013
555	0.3827160256
556	0.3827015042
557	0.3826070659
558	0.3825208936
559	0.3824405848
560	0.3823659417
561	0.3823367438
562	0.382214093
563	0.3821253414
564	0.3820168245
565	0.381943674
566	0.3818893902
567	0.3818291072
568	0.3816723793
569	0.381523349
570	0.3815186196
571	0.3814530247
572	0.3813254014
573	0.3812958149
574	0.3812377797
575	0.381222908
576	0.3811908346
577	0.3811509182
578	0.3810276084
579	0.3809904188
580	0.3809395132
581	0.380823749
582	0.3807771642
583	0.3807267011
584	0.3806802316
585	0.3806218245
586	0.3806147682
587	0.3804410666
588	0.3803211834
589	0.3802986913
590	0.380227528
591	0.3802229401
592	0.3800997509
593	0.380014448
594	0.3800063905
595	0.3799579583
596	0.3799512387
597	0.3799247607
598	0.3797952522
599	0.3797782155
600	0.3797087257
601	0.3796525605
602	0.3795362334
603	0.3794735588
604	0.3794652083
605	0.3793412554
606	0.379242516
607	0.379203878
608	0.3791425525
609	0.3791305968
610	0.3791274938
611	0.3791130663
612	0.3790720721
613	0.3790191087
614	0.378922723
615	0.3788793476
616	0.3787107895
617	0.3786835636
618	0.3786805297
619	0.378602523
620	0.378600102
621	0.3785196442
622	0.3784486518
623	0.3783794168
624	0.3783554965
625	0.3783226434
626	0.3782987589
627	0.3782915742
628	0.3781989176
629	0.37815367
630	0.3780529945
631	0.3779973428
632	0.3779637594
633	0.3779150321
634	0.3777604791
635	0.3776807415
636	0.3776305105
637	0.3775983606
638	0.3775866715
639	0.377454586
640	0.3774174682
641	0.3773476735
642	0.3772536043
643	0.3770987348
644	0.3770434642
645	0.37699076
646	0.3769591359
647	0.3769531963
648	0.3769249979
649	0.37688532
650	0.3768368498
651	0.3767614185
652	0.3767064894
653	0.3766103174
654	0.3765601176
655	0.3765198546
656	0.3764139685
657	0.376357355
658	0.3762796272
659	0.3762524293
660	0.3761491513
661	0.3760879588
662	0.3760204218
663	0.3760168266
664	0.3759676614
665	0.37591567
666	0.3759053347
667	0.3758705591
668	0.375817627
669	0.3757476989
670	0.3756621323
671	0.3755917676
672	0.375510927
673	0.375471239
674	0.3754396358
675	0.3754359394
676	0.3753076671
677	0.3753013473
678	0.3752352202
679	0.3752013993
680	0.3751593331
681	0.3750756218
682	0.3749615221
683	0.3749612404
684	0.3747741919
685	0.3746698141
686	0.3745798606
687	0.3745397013
688	0.3744960736
689	0.3744380307
690	0.3744360711
691	0.3743883807
692	0.3743223505
693	0.3742482985
694	0.3741504978
695	0.3741475424
696	0.3740813264
697	0.3739611651
698	0.3739052529
699	0.373775477
700	0.3736635562
701	0.3736173539
702	0.373538263
703	0.3735367235
704	0.3734822401
705	0.3734627652
706	0.3732811217
707	0.3731860454
708	0.3731036565
709	0.3730333875
710	0.3730146745
711	0.3729324581
712	0.3728979901
713	0.372854443
714	0.3727447141
715	0.3726328637
716	0.3725875159
717	0.3724919915
718	0.3723895083
719	0.3722543204
720	0.3720563698
721	0.3720205175
722	0.3719646492
723	0.3719390921
724	0.3719154934
725	0.3718078929
726	0.3717346181
727	0.3716285397
728	0.3716055152
729	0.3716006538
730	0.371564582
731	0.3714704177
732	0.3714323309
733	0.3714175801
734	0.3713927791
735	0.3712986668
736	0.3712194673
737	0.3711135996
738	0.3711128659
739	0.3710809784
740	0.3710197879
741	0.3709783907
742	0.3709167136
743	0.3708934496
744	0.3707688977
745	0.3706346358
746	0.3706043803
747	0.3705146572
748	0.3704499951
749	0.3704127859
750	0.3704116123
751	0.3702189787
752	0.3702101529
753	0.3701213211
754	0.3700502477
755	0.3699754928
756	0.3698595888
757	0.3697905929
758	0.3697797593
759	0.3696182018
760	0.3696008287
761	0.3695958263
762	0.369519462
763	0.3694046895
764	0.369347455
765	0.3693198769
766	0.3692410091
767	0.3691839633
768	0.3690717546
769	0.3689642423
770	0.3689168627
771	0.368862482
772	0.3688467045
773	0.3687222037
774	0.3687137594
775	0.3686525718
776	0.3685882569
777	0.3685332254
778	0.3684413798
779	0.3684035682
780	0.3683422442
781	0.368330838
782	0.3682483319
783	0.3682116149
784	0.3681267993
785	0.3680757042
786	0.3679345609
787	0.3678591767
788	0.3678306944
789	0.3676830816
790	0.3675955208
791	0.3675620938
792	0.3674120922
793	0.3673639975
794	0.367297129
795	0.3672190448
796	0.3671472296
797	0.3670741858
798	0.3670485244
799	0.3670337014
800	0.3669683936
801	0.3669225934
802	0.3669017814
803	0.3667916359
804	0.3667879918
805	0.3666779991
806	0.3666719069
807	0.3666087075
808	0.3665789683
809	0.3665560119
810	0.3664596242
811	0.3664062251
812	0.3663478762
813	0.3662773249
814	0.366143393
815	0.366047419
816	0.3660454253
817	0.3659902091
818	0.3659184491
819	0.3659059522
820	0.3657945147
821	0.365756655
822	0.3656700607
823	0.3656481424
824	0.3655358544
825	0.3653993923
826	0.3653894584
827	0.3653354361
828	0.3651474078
829	0.3650875625
830	0.3650332767
831	0.36496755
832	0.3649059752
833	0.3647768423
834	0.3646719523
835	0.3646426997
836	0.3645914002
837	0.3645772027
838	0.3645186904
839	0.3643175962
840	0.3642894913
841	0.3642636605
842	0.3641235525
843	0.364121397
844	0.3640696233
845	0.3640436062
846	0.3640132906
847	0.363957856
848	0.3638835238
849	0.3638358921
850	0.3637443305
851	0.363616505
852	0.3635984295
853	0.3635858713
854	0.3635604378
855	0.3635291457
856	0.363389964
857	0.3633593244
858	0.363352012
859	0.3633360785
860	0.3633102827
861	0.3632918216
862	0.363216629
863	0.3631349473
864	0.3630190345
865	0.3629315981
866	0.3628077452
867	0.3627806699
868	0.3627093115
869	0.3625873135
870	0.3625060082
871	0.3624456844
872	0.3624060079
873	0.362353598
874	0.3622646529
875	0.3622018556
876	0.3621329054
877	0.3621165646
878	0.3619878756
879	0.3618773847
880	0.3617993653
881	0.3617740382
882	0.3616848829
883	0.3615781935
884	0.3615696222
885	0.3615609714
886	0.3614795313
887	0.3614639344
888	0.3614329122
889	0.3613117876
890	0.3612517957
891	0.3611833435
892	0.3610505955
893	0.3610201556
894	0.3609652004
895	0.3609079501
896	0.3608511263
897	0.3607983373
898	0.3607289805
899	0.3606908585
900	0.3606608378
901	0.3606127638
902	0.3605320088
903	0.3605297619
904	0.3604442125
905	0.3604219074
906	0.3603018128
907	0.3602039569
908	0.3601641207
909	0.3600337745
910	0.3600001847
911	0.3599990289
912	0.359965519
913	0.3599359736
914	0.3597955671
915	0.3596939952
916	0.3596900243
917	0.3596873464
918	0.359580865
919	0.3594819076
920	0.3594686725
921	0.359453602
922	0.3594347816
923	0.359380267
924	0.3593055308
925	0.3592098825
926	0.359175201
927	0.3591024488
928	0.3590678564
929	0.3590639679
930	0.3590205337
931	0.3589294836
932	0.3588562735
933	0.3588023092
934	0.358666815
935	0.3586613764
936	0.3586485687
937	0.3585914617
938	0.3585597702
939	0.3585589994
940	0.3585194122
941	0.3584810715
942	0.358419394
943	0.3583506932
944	0.3583452799
945	0.358155109
946	0.3580883074
947	0.3580267596
948	0.3579420603
949	0.3578920595
950	0.3578468174
951	0.3577729054
952	0.3576621495
953	0.3575811292
954	0.357554635
955	0.3574735312
956	0.3574169116
957	0.3574120763
958	0.3573672073
959	0.3573382474
960	0.3572868252
961	0.3571953697
962	0.357125563
963	0.3571213742
964	0.3570442971
965	0.3569877352
966	0.3569419943
967	0.3569023838
968	0.3567795649
969	0.3567209602
970	0.3566417546
971	0.3565888572
972	0.3565271692
973	0.3565202579
974	0.3564314216
975	0.3564300401
976	0.3563971267
977	0.3563628499
978	0.3563542906
979	0.3562982872
980	0.3562297994
981	0.3561871759
982	0.3561446721
983	0.356134596
984	0.3560861935
985	0.356044729
986	0.3559741522
987	0.3559020665
988	0.3558013916
989	0.3557403141
990	0.3556766949
991	0.3555546694
992	0.3555228479
993	0.3554722999
994	0.3554649077
995	0.3554091152
996	0.3553762156
997	0.3552862535
998	0.3551812487
999	0.3551301503
